Fagkode;Fylke;Skolenavn;20-21.SE.G.SK;20-21.SE.G.AE;20-21.SE.J.SK;20-21.SE.J.AE;20-21.SP.G.SK;20-21.SP.G.AE;20-21.SP.J.SK;20-21.SP.J.AE;21-22.SE.G.SK;21-22.SE.G.AE;21-22.SE.J.SK;21-22.SE.J.AE;21-22.SP.G.SK;21-22.SP.G.AE;21-22.SP.J.SK;21-22.SP.J.AE;22-23.SE.G.SK;22-23.SE.G.AE;22-23.SE.J.SK;22-23.SE.J.AE;22-23.SP.G.SK;22-23.SP.G.AE;22-23.SP.J.SK;22-23.SP.J.AE;23-24.SE.G.SK;23-24.SE.G.AE;23-24.SE.J.SK;23-24.SE.J.AE;23-24.SP.G.SK;23-24.SP.G.AE;23-24.SP.J.SK;23-24.SP.J.AE;24-25.SE.G.SK;24-25.SE.G.AE;24-25.SE.J.SK;24-25.SE.J.AE;24-25.SP.G.SK;24-25.SP.G.AE;24-25.SP.J.SK;24-25.SP.J.AE
REA3005;Oslo;Alle skoler;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Akademiet Oslo AS;;;;;;;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Akademiet Vgs Bislett AS;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Bjerke videregående skole;;;;;5,3;14;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Blindern videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Edvard Munch videregående skole;;;;;*;*;3,6;8;;;;;4,3;12;4,6;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Elvebakken videregående skole;;;;;*;*;4,8;18;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Foss videregående skole;;;;;*;*;*;*;;;;;*;*;5,5;6;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Fyrstikkalleen skole;;;;;3,9;10;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Hartvig Nissens skole;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Heltberg private gymnas;;;;;*;*;;;;;;;4,7;7;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Hersleb videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Kongshavn videregående skole;;;;;3,4;7;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Kongsskogen videregående skole;;;;;;;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Kristelig gymnasium AS videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Kuben videregående skole;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Lambertseter videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Nydalen videregående skole;;;;;5,2;27;5,1;13;;;;;4,9;25;4,1;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Oslo Handelsgymnasium;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Oslo katedralskole;;;;;4,9;35;5,0;20;;;;;4,9;29;3,9;17;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Persbråten videregående skole;;;;;4,7;9;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Ullern videregående skole;;;;;4,6;16;4,7;7;;;;;5,1;41;4,6;9;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Valle Hovin videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Oslo;Wang videregående Skole/ Wang Toppidrett;;;;;*;*;*;*;;;;;4,6;18;3,9;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Alle skoler;;;;;4,2;246;4,6;68;;;;;4,4;231;4,3;90;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Akademiet Sandnes;;;;;;;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Bryne vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Dalane videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Forus friskole - Vgs;;;;;;;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Haugesund Toppidrettsgymnas AS;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Hetland videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Kopervik videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Lundeneset Vgs;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Randaberg videregående skole;;;;;2,3;8;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Sandnes videregående skole;;;;;4,2;37;4,9;9;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Sauda vidaregåande skule;;;;;*;*;*;*;;;;;4,4;9;5,2;6;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Skeisvang videregående skole;;;;;4,1;15;4,3;6;;;;;3,8;13;4,8;10;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Sola videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;St Svithun videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;St. Olav videregående skole;;;;;4,6;55;5,1;20;;;;;4,8;53;4,1;16;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Stavanger katedralskole;;;;;*;*;*;*;;;;;4,5;25;4,6;14;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Strand videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Tryggheim vidaregåande skule;;;;;5,0;6;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Vardafjell videregående skole;;;;;3,6;7;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Wang Toppidrett Stavanger AS;;;;;*;*;*;*;;;;;4,5;6;4,6;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Rogaland;Ølen vidaregåande skule;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Telemark;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Telemark;Bø vidaregåande skule;;;;;4,4;8;4,6;8;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Telemark;Notodden videregående skole;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Telemark;Porsgrunn videregående skole;;;;;4,4;10;4,3;7;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Telemark;Rjukan videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Telemark;Skien videregående skole;;;;;*;*;*;*;;;;;4,2;16;4,8;8;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Telemark;Stiftelsen Telemark Toppidrett gymnas;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Bardufoss videregående skole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Heggen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Kongsbakken videregående skole;;;;;4,8;19;5,0;6;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Kvaløya videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Nordkjosbotn videregående skole;;;;;*;*;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Nord-Troms videregående skole avd Nordreisa;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Norges Toppidrettsgymnas Tromsø AS;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Senja videregående skole avd Finnfjordbotn;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Sjøvegan videregående skole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms - Romsa - Tromssa ;Tromsdalen videregående skole;;;;;*;*;*;*;;;;;4,0;6;4,7;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Alle skoler;;;;;4,5;89;4,2;33;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Alta videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Bardufoss videregående skole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Hammerfest videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Heggen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kirkenes videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kongsbakken videregående skole;;;;;4,8;19;5,0;6;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kvaløya videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Lakselv videregående skole;;;;;*;*;;;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Longyearbyen skole Grunnskole;;;;;*;*;*;*;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nordkapp videregående skole;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nordkjosbotn videregående skole;;;;;*;*;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nord-Troms videregående skole avd Nordreisa;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Norges Toppidrettsgymnas Tromsø AS;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Samisk videregående skole Karasjok;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Samisk videregående skole og reindriftsskole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Senja videregående skole avd Finnfjordbotn;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Sjøvegan videregående skole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Tromsdalen videregående skole;;;;;*;*;*;*;;;;;4,0;6;4,7;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Alle skoler;;;;;4,5;195;4,5;63;;;;;4,2;161;4,4;67;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Byåsen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Charlottenlund videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Fosen videregående skole;;;;;*;*;;;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Gauldal videregående skole;;;;;*;*;;;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Grong videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Guri Kunna videregående skole avd Hitra;;;;;;;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Heimdal videregående skole;;;;;4,6;11;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Johan Bojer videregående skole Skolested Leksvik;;;;;*;*;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Johan Bojer videregående skole Skolested Rissa;;;;;*;*;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Kristen videregående skole Trøndelag;;;;;4,3;13;4,3;6;;;;;3,6;19;3,3;8;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Kyrksæterøra videregående skole;;;;;;;*;*;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Levanger videregående skole;;;;;4,0;13;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Malvik videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Melhus videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Meråker videregående skole;;;;;;;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Olav Duun videregående skole;;;;;3,6;7;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Ole Vig videregående skole;;;;;4,2;6;4,8;12;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Oppdal videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Orkdal vidaregåande skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Røros videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Steinkjer videregående skole;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Strinda videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Thora Storm videregående skole;;;;;5,1;21;*;*;;;;;5,3;19;5,3;11;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Tiller videregående skole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Trondheim katedralskole;;;;;5,0;18;4,4;8;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Verdal videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Trøndelag - Trööndelage;Ytre Namdal videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Greveskogen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Holmestrand videregående skole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Horten videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Nøtterøy videregående skole;;;;;*;*;*;*;;;;;4,3;16;3,5;6;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Re videregående skole;;;;;*;*;*;*;;;;;5,0;9;4,3;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Sande videregående skole;;;;;*;*;*;*;;;;;3,7;7;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Sandefjord videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Thor Heyerdahl videregående skole;;;;;4,1;12;4,1;8;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold;Wang Tønsberg AS;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Alle skoler;;;;;4,3;142;4,3;66;;;;;4,1;179;4,3;54;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Bø vidaregåande skule;;;;;4,4;8;4,6;8;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Greveskogen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Holmestrand videregående skole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Horten videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Notodden videregående skole;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Nøtterøy videregående skole;;;;;*;*;*;*;;;;;4,3;16;3,5;6;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Porsgrunn videregående skole;;;;;4,4;10;4,3;7;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Re videregående skole;;;;;*;*;*;*;;;;;5,0;9;4,3;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Rjukan videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Sande videregående skole;;;;;*;*;*;*;;;;;3,7;7;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Sandefjord videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Skien videregående skole;;;;;*;*;*;*;;;;;4,2;16;4,8;8;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Stiftelsen Telemark Toppidrett gymnas;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Thor Heyerdahl videregående skole;;;;;4,1;12;4,1;8;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestfold og Telemark (2020 - 2023);Wang Tønsberg AS;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Alle skoler;;;;;3,9;294;4,1;102;;;;;4,2;272;4,4;104;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Akademiet Vgs Bergen AS;;;;;;;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Amalie Skram videregående skole;;;;;4,5;24;4,5;8;;;;;4,4;29;4,5;11;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Arna vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Askøy videregående skole;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Austrheim vidaregåande skule;;;;;*;*;;;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Bergen katedralskole;;;;;4,1;17;3,4;9;;;;;4,9;16;5,0;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Bergen private gymnas AS;;;;;*;*;*;*;;;;;*;*;4,7;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Dale vidaregåande skule;;;;;*;*;*;*;;;;;5,2;6;3,9;9;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Danielsen Intensivgymnas;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Danielsen videregående skole;;;;;3,9;21;4,1;7;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Eid vidaregåande skule;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Firda vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Flora vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Framnes Kristne vidaregåande skule;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Fyllingsdalen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Hafstad videregående skule;;;;;;;;;;;;;4,2;9;4,8;6;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Høyanger vidaregåande skule;;;;;;;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Knarvik vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Kvam vidaregåande skule;;;;;3,5;8;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Kvinnherad vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Langhaugen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Metis videregående AS;;;;;4,2;11;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Måløy vidaregåande skule;;;;;*;*;*;*;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Nordahl Grieg videregående skole;;;;;4,5;21;4,7;7;;;;;4,0;24;4,4;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Odda vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Sandsli videregående skole;;;;;4,1;20;4,7;9;;;;;3,7;22;4,1;8;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Sogndal vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Sotra vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;St. Paul gymnas;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Stord vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Stryn vidaregåande skule;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3005;Vestland;Sygna Vgs;;;;;*;*;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
